,X_WGS84,Y_WGS84,helpau
121,-92.949958,45.521061,1
122,-94.498906,44.02921,1
123,-95.962931,43.652438,1
124,-94.380017,46.333217,1
125,-94.045195,45.391222,1
126,-95.161386,47.232454,1
127,-96.417356,47.056714,1
128,-93.522768,47.231866,1
129,-92.641766,47.781073,1
130,-95.878954,47.157704,1
131,-93.678266,43.724342,1
132,-93.880412,45.333182,1
133,-96.482069,46.188378,1
134,-95.245019,45.448674,1
135,-95.049966,44.086452,1
136,-95.947693,44.348727,1
137,-93.277023,45.218335,1
138,-93.173248,45.464363,1
139,-92.662048,44.579109,1
140,-95.614333,44.695497,1
141,-91.415884,47.737042,1
142,-93.331971,47.159825,1
143,-93.20899,45.07234,1
144,-96.163101,43.652541,1
145,-95.7798,45.955451,1
146,-96.357127,43.899838,1
147,-94.823256,44.753191,1
148,-92.339158,44.535072,1
149,-92.778889,44.995707,1
150,-94.48373,36.22098,1
151,-89.829233,43.286117,1
152,-89.606859,44.446124,1
153,-107.48,50.17,1
154,-83.134368,42.273372,1
155,-84.537503,45.480037,1
156,-86.45939,46.38309,1
157,-89.746826,46.712233,1
158,-88.401505,47.227425,1
159,-84.74446,45.57293,1
160,-83.30854,42.00227,1
161,-125.904,49.164,1
162,-107.8,50.28,1
163,-123.05,49.15,1
164,-116.006,50.532,1
165,-108.48,50.1,1
166,-109.53,52.52,1
167,-101.3566,41.2141,1
168,-96.7472,39.343,1
169,-89.489982,43.12238,1
170,-89.059891,42.992426,1
171,-92.744215,45.74083,1
172,-89.394037,43.693205,1
173,-89.129973,42.078385,1
174,-104.2506,36.9152,1
175,-105.76264,34.22522,1
176,-106.7998,35.7788,1
177,-99.291722,49.654194,1
178,-88.251506,42.01448,1
179,-94.39168,45.59367,1
180,-96.321713,44.012696,1
181,-87.639914,41.07596,1
182,-96.294106,44.232181,1
183,-92.1306,46.074949,1
184,-87.83866,42.141489,1
185,-103.707289,52.5418,1
186,-106.097618,49.387622,1
187,-75.706179,45.396005,1
188,-100.236667,50.771667,1
189,-113.52,53.536667,1
190,-111.650014,49.077858,1
191,-112.644889,51.958076,1
192,-113.819187,49.221928,1
193,-95.73703,39.63142,1
194,-103.59381,43.65019,1
195,-95.93126,37.79875,1
196,-95.182796,37.255804,1
197,-94.68648,38.30067,1
198,-96.28859,38.88482,1
199,-97.41747,39.45215,1
200,-96.41847,39.65005,1
201,-95.4658,38.43639,1
202,-97.55186,37.64296,1
203,-103.81373,43.98879,1
204,-97.52294,39.75464,1
205,-94.76492,38.39986,1
206,-95.86794,37.56415,1
207,-103.73543,43.85785,1
208,-95.997622,39.083998,1
209,-94.941364,39.351381,1
210,-97.470394,38.46783,1
211,-95.032848,38.922604,1
212,-96.539577,37.809655,1
213,-97.257649,37.61175,1
214,-95.24083,37.59918,1
215,-96.527633,38.050386,1
216,-95.404707,38.945795,1
217,-96.07861,38.5216,1
218,-97.35673,38.59083,1
219,-97.02325,38.16457,1
220,-95.254831,38.043086,1
221,-94.773591,38.978333,1
222,-95.40484,37.2318,1
223,-97.998359,38.674114,1
224,-95.71243,37.18298,1
225,-96.10433,38.91825,1
226,-96.6521,39.46824,1
227,-95.24059,38.91351,1
228,-96.29937,37.30672,1
229,-96.53302,38.47677,1
230,-96.62616,37.4279,1
231,-95.77917,38.97904,1
232,-95.560294,37.918228,1
233,-95.24159,38.77492,1
234,-95.913839,37.05696,1
235,-98.21024,39.71463,1
236,-98.39292,38.91092,1
237,-95.80904,38.14477,1
238,-95.28005,39.10371,1
239,-96.5743,40.6436,1
240,-104.4197639,44.41778179,1
241,-92.480111,42.693189,1
242,-165.86,65.56,0
243,-165.4,64.92,0
244,-165.02,65.79,0
245,-164.41,62.18,0
246,-163.99,60.77,0
247,-163.69,61.68,0
248,-163.27,60.73,0
249,-163.23,67.81,0
250,-163.19,62.33,0
251,-163,65.22,0
252,-162.81,61.35,0
253,-162.74,68.92,0
254,-162.51,61.03,0
255,-162.4,61.95,0
256,-162.36,67.32,0
257,-162.2,62.71,0
258,-162.17,69.52,0
259,-161.94,68.49,0
260,-161.79,60.73,0
261,-161.75,61.72,0
262,-161.25,68.5,0
263,-161.21,59.74,0
264,-161.18,60.35,0
265,-161.14,69.45,0
266,-160.99,62.02,0
267,-160.91,65.3,0
268,-160.87,61.3,0
269,-160.68,67.62,0
270,-160.19,69.41,0
271,-160.03,60.04,0
272,-159.92,68.46,0
273,-159.81,61.11,0
274,-159.77,62.44,0
275,-159.65,56.28,0
276,-159.59,66.45,0
277,-159.58,67.32,0
278,-159.46,64.38,0
279,-159.35,61.87,0
280,-159.31,60.46,0
281,-159.27,63.09,0
282,-159.24,59.28,0
283,-159.12,70.02,0
284,-159.08,68,0
285,-159.04,61.5,0
286,-158.88,69.2,0
287,-158.85,56.5,0
288,-158.51,59.93,0
289,-158.47,62.71,0
290,-158.4,69.75,0
291,-158.25,66.55,0
292,-158.17,60.73,0
293,-158.05,68.8,0
294,-157.83,59.4,0
295,-157.75,70.21,0
296,-157.6,60.12,0
297,-157.52,65.07,0
298,-157.45,68.08,0
299,-157.33,61.38,0
300,-157.14,67.39,0
301,-157.1,65.83,0
302,-157.07,69.22,0
303,-156.99,62.37,0
304,-156.91,66.78,0
305,-156.84,59.36,0
306,-156.76,64.33,0
307,-156.65,60.27,0
308,-156.57,58.26,0
309,-156.53,61.19,0
310,-156.34,70.17,0
311,-156.3,62.94,0
312,-156.27,58.9,0
313,-156.23,65.37,0
314,-156.15,68.84,0
315,-156.08,58.29,0
316,-156.06,59.85,0
317,-156,66.06,0
318,-155.85,62.4,0
319,-155.66,61.74,0
320,-155.58,63.24,0
321,-155.5,65.49,0
322,-155.43,69.79,0
323,-155.39,64.38,0
324,-155.35,60.65,0
325,-155.16,59.93,0
326,-154.97,58.64,0
327,-154.86,65.18,0
328,-154.63,63.43,0
329,-154.55,68.15,0
330,-154.48,61.57,0
331,-154.33,64.09,0
332,-154.25,69.98,0
333,-153.91,68.92,0
334,-153.87,65.87,0
335,-153.79,64.77,0
336,-153.75,66.59,0
337,-153.71,62.33,0
338,-153.68,61.49,0
339,-153.52,60.62,0
340,-153.3,65.53,0
341,-153.26,63.36,0
342,-153.22,68.53,0
343,-153.14,70.29,0
344,-152.95,61.53,0
345,-152.53,65.79,0
346,-152.42,63.43,0
347,-152.31,61.91,0
348,-152,69.14,0
349,-151.93,63.93,0
350,-151.89,61.26,0
351,-151.85,66.75,0
352,-151.66,62.33,0
353,-151.47,68.34,0
354,-151.35,66.13,0
355,-151.28,69.75,0
356,-151.24,64.46,0
357,-151.192595,63.114803,0
358,-151.05,67.62,0
359,-151.01,61.68,0
360,-150.94,66.44,0
361,-150.86,66.82,0
362,-150.67,69.37,0
363,-150.63,62.86,0
364,-150.52,65.79,0
365,-150.48,68.61,0
366,-150.4,61.8,0
367,-150.17,64.23,0
368,-150.06,67.16,0
369,-150.02,65.15,0
370,-149.95,62.29,0
371,-149.87,69.45,0
372,-149.79,69.94,0
373,-149.64,68.99,0
374,-149.6,63.47,0
375,-149.53,68.15,0
376,-149.49,61.83,0
377,-149.45,62.67,0
378,-149.34,65.87,0
379,-149.23,67.63,0
380,-149.11,69.45,0
381,-148.73,62.33,0
382,-148.54,63.55,0
383,-148.46,66.29,0
384,-148.439042,61.788505,0
385,-148.42,67.13,0
386,-148.27,64.88,0
387,-148.08,69.26,0
388,-147.89,68.15,0
389,-147.74,62.06,0
390,-147.62,65.83,0
391,-147.59,69.07,0
392,-147.47,66.63,0
393,-147.43,63.51,0
394,-147.39,67.66,0
395,-147.13,64.31,0
396,-146.94,61.95,0
397,-146.79,65.49,0
398,-146.63,68,0
399,-146.56,69.35,0
400,-146.37,63.2,0
401,-146.33,65.87,0
402,-146.25,67.01,0
403,-146.155564,64.256775,0
404,-145.644103,64.148606,0
405,-145.53,64.92,0
406,-145.49,68.42,0
407,-145.42,63.47,0
408,-145.42,62.56,0
409,-145.347038,61.95071,0
410,-145.26,61.34,0
411,-145.156578,66.920676,0
412,-145.151818,66.7229,0
413,-144.84,65.22,0
414,-144.77,69.26,0
415,-144.69,65.87,0
416,-144.65,67.7,0
417,-144.58,68.65,0
418,-144.332108,61.521197,0
419,-144.2,66.97,0
420,-144.12,63.89,0
421,-144.04,64.96,0
422,-143.89,60.73,0
423,-143.85,69.45,0
424,-143.78,67.05,0
425,-143.4,67.7,0
426,-143.36,62.71,0
427,-143.32,61.68,0
428,-143.28,66.21,0
429,-143.25,68.69,0
430,-143.17,69.45,0
431,-142.9,61.07,0
432,-142.83,62.25,0
433,-142.48,65.49,0
434,-142.47,61.5,0
435,-142.41,67.81,0
436,-142.24,69.04,0
437,-142.16,64.41,0
438,-142.14,66.78,0
439,-142.03,63.66,0
440,-141.99,62.02,0
441,-141.95,60.69,0
442,-141.8,65.76,0
443,-141.57,66.97,0
444,-141.42,68,0
445,-141.34,69.11,0
446,-141.3,64.73,0
447,-141,62.3,0
448,-140.62,66.52,0
449,-140.43,67.73,0
450,-140.35,63.47,0
451,-140.31,60.96,0
452,-140.2,64.57,0
453,-140.16,65.37,0
454,-140.15646,69.160935,0
455,-139.78,66.75,0
456,-139.74,62.4,0
457,-139.44,64.1,0
458,-139.415849,61.368095,0
459,-139.36,67.89,0
460,-139.29,68.84,0
461,-138.79,66.55,0
462,-138.75,65.11,0
463,-138.56,61.99,0
464,-138.535538,61.018719,0
465,-138.52,68.23,0
466,-138.49,63.47,0
467,-138.07,68.72,0
468,-138.03,65.34,0
469,-137.88,68.08,0
470,-137.61,66.84,0
471,-137.519319,60.750653,0
472,-137.39,62.78,0
473,-137.06,60.37,0
474,-137.01197,61.38799,0
475,-136.96,68.04,0
476,-136.876678,62.591508,0
477,-136.77,67.01,0
478,-136.58,65.07,0
479,-136.51,66.25,0
480,-136.48,60.79,0
481,-136.16,63.81,0
482,-136.123352,61.898792,0
483,-135.86,66.9,0
484,-135.71134,60.857149,0
485,-135.63,65.6,0
486,-135.59903,59.271254,0
487,-135.48,67.85,0
488,-135.324722,60.884931,0
489,-135.25,62.1,0
490,-135.026225,60.661583,0
491,-135,63,0
492,-134.87,66.82,0
493,-134.72,67.81,0
494,-134.692526,60.168942,0
495,-134.68,65.18,0
496,-134.64,65.95,0
497,-134.53,63.93,0
498,-134.49,68.5,0
499,-134.41,69.03,0
500,-133.78,59.58,0
501,-133.77,61.45,0
502,-133.69,68.31,0
503,-133.6,66.84,0
504,-133.54,67.43,0
505,-133.42,63.74,0
506,-133.354715,62.238491,0
507,-133.35,64.88,0
508,-133,66.44,0
509,-132.59,59.93,0
510,-132.51,67.85,0
511,-132.509492,61.969454,0
512,-132.47,63.09,0
513,-132.39,58.48,0
514,-132.28,64.31,0
515,-132.13,66.75,0
516,-131.98,68.53,0
517,-131.94,59.36,0
518,-131.84,56.65,0
519,-131.82,65.41,0
520,-131.75,61.3,0
521,-131.6,62.71,0
522,-131.52,67.51,0
523,-131.23,63.55,0
524,-131.16,57.9,0
525,-131.14,66.36,0
526,-130.87,57.15,0
527,-130.8,64.77,0
528,-130.76,61.3,0
529,-130.72,68.38,0
530,-130.705506,58.179325,0
531,-130.68,60.39,0
532,-130.62,65.74,0
533,-130.57,62.37,0
534,-130.42,66.82,0
535,-129.88,60.43,0
536,-129.85,59.29,0
537,-129.69,64.54,0
538,-129.62,68.95,0
539,-129.59,57.51,0
540,-129.58,63.36,0
541,-129.44,68.02,0
542,-129.068056,59.370536,0
543,-129.05,63.15,0
544,-129.01,66.71,0
545,-128.85,61.76,0
546,-128.82,56.01,0
547,-128.74,56.88,0
548,-128.63,54.33,0
549,-128.55,60.77,0
550,-128.47,65.91,0
551,-128.41,53.16,0
552,-128.4,67.73,0
553,-128.25,64.99,0
554,-128.21,54.3,0
555,-128.09,63.97,0
556,-128.02,67.24,0
557,-127.86,68.12,0
558,-127.67,55.25,0
559,-127.64,62.94,0
560,-127.6,61.91,0
561,-127.52,69.71,0
562,-127.48,66.76,0
563,-127.37,56.09,0
564,-127.24,69.04,0
565,-127.14,67.43,0
566,-127.106842,54.772658,0
567,-126.91,63.89,0
568,-126.72,66.17,0
569,-126.61,56.77,0
570,-126.49,59.32,0
571,-126.46,62.44,0
572,-126.38,55.93,0
573,-126.23,68.88,0
574,-126.15,67.05,0
575,-125.92,57.84,0
576,-125.88,51.4,0
577,-125.81,64.31,0
578,-125.77,67.66,0
579,-125.75,54.05,0
580,-125.54,68.19,0
581,-125.5,62.25,0
582,-125.47,65.87,0
583,-125.43,66.97,0
584,-125.31,55.44,0
585,-125.28,59.62,0
586,-125.24,60.77,0
587,-125.12,63.2,0
588,-125.04,56.75,0
589,-125.01,68.46,0
590,-124.93,64.38,0
591,-124.93,52.62,0
592,-124.91,50.25,0
593,-124.89,72.38,0
594,-124.85,54.06,0
595,-124.8,49.25,0
596,-124.67,66.52,0
597,-124.63,62.1,0
598,-124.509,42.74,0
599,-124.426383,49.617527,0
600,-124.3867,42.2581,0
601,-124.26,54.46,0
602,-124.25,57.95,0
603,-124.25,68.19,0
604,-124.25,72.87,0
605,-124.161018,52.05067,0
606,-124.13,64.84,0
607,-124.13,60.23,0
608,-124.0678,42.5567,0
609,-124.06,68.5,0
610,-124.05469,49.6126,0
611,-123.98,63.28,0
612,-123.95,67.39,0
613,-123.94,49.17,0
614,-123.94,66.02,0
615,-123.8941,45.8196,0
616,-123.83,53.19,0
617,-123.8226,41.1542,0
618,-123.77485,42.337437,0
619,-123.75,56.2,0
620,-123.75,74.13,0
621,-123.7386,43.907,0
622,-123.7233,45.9888,0
623,-123.699952,42.646351,0
624,-123.68,61.07,0
625,-123.663208,42.15712,0
626,-123.63,72.41,0
627,-123.583579,48.312983,0
628,-123.558045,40.787237,0
629,-123.5476,44.4985,0
630,-123.5344,42.3644,0
631,-123.530249,48.533428,0
632,-123.524696,47.983316,0
633,-123.4941,45.6552,0
634,-123.474147,41.379341,0
635,-123.460064,48.923825,0
636,-123.400901,40.321408,0
637,-123.344475,39.625825,0
638,-123.3,55.51,0
639,-123.2972,43.4222,0
640,-123.281148,47.046643,0
641,-123.2715,42.6864,0
642,-123.2695,48.7489,0
643,-123.2659,44.7145,0
644,-123.26,60.04,0
645,-123.243544,41.667947,0
646,-123.24,64.88,0
647,-123.2249,44.9191,0
648,-123.22,73.64,0
649,-123.202033,44.102697,0
650,-123.191537,40.737347,0
651,-123.19,49.12,0
652,-123.18,67.73,0
653,-123.137222,41.298889,0
654,-123.08068,39.093262,0
655,-123.07,62.21,0
656,-123.07,57.38,0
657,-123.062272,47.872837,0
658,-123.057644,40.477545,0
659,-123.050408,39.907344,0
660,-123.04,51.72,0
661,-123.0342,43.2822,0
662,-123.03,73.14,0
663,-123.015586,44.787865,0
664,-123.01222,40.98194,0
665,-122.990465,45.500762,0
666,-122.99,66.1,0
667,-122.99,69.14,0
668,-122.9836,44.3936,0
669,-122.979792,42.244999,0
670,-122.970456,44.010117,0
671,-122.965655,39.403011,0
672,-122.9643,42.4838,0
673,-122.95,63.89,0
674,-122.949722,39.712222,0
675,-122.894468,41.375074,0
676,-122.876929,49.267688,0
677,-122.869458,45.849022,0
678,-122.808024,47.046385,0
679,-122.80404,40.741751,0
680,-122.8,50.32,0
681,-122.8,71.73,0
682,-122.79,51.05,0
683,-122.777051,45.012756,0
684,-122.76602,38.745391,0
685,-122.75728,38.93778,0
686,-122.723494,41.677792,0
687,-122.71187,41.094106,0
688,-122.711294,45.385892,0
689,-122.709717,39.311762,0
690,-122.703645,38.455809,0
691,-122.700409,42.203538,0
692,-122.697,44.1637,0
693,-122.69,53.92,0
694,-122.666082,45.669056,0
695,-122.651143,38.001889,0
696,-122.6425,41.3575,0
697,-122.617224,42.031167,0
698,-122.61,72.8,0
699,-122.61,68.23,0
700,-122.60364,49.230016,0
701,-122.59828,40.28876,0
702,-122.57,66.97,0
703,-122.559589,51.836555,0
704,-122.54,52.2,0
705,-122.53,68.96,0
706,-122.506784,37.552116,0
707,-122.497531,48.757848,0
708,-122.49,52.98,0
709,-122.460452,38.282329,0
710,-122.446667,39.099722,0
711,-122.417,38.875633,0
712,-122.415998,40.998395,0
713,-122.407769,45.536741,0
714,-122.385719,51.985747,0
715,-122.38,58.28,0
716,-122.37745,47.809217,0
717,-122.37711,38.480826,0
718,-122.366274,42.138456,0
719,-122.356095,41.289881,0
720,-122.343009,47.164103,0
721,-122.34,57.27,0
722,-122.331667,41.495556,0
723,-122.301583,37.92044,0
724,-122.301565,47.405446,0
725,-122.3,73.83,0
726,-122.2855,51.747647,0
727,-122.28,52.35,0
728,-122.277481,51.409261,0
729,-122.27,55.6,0
730,-122.23,60.12,0
731,-122.22,61.19,0
732,-122.211813,37.370597,0
733,-122.2081,44.0402,0
734,-122.19,63.7,0
735,-122.19,72.04,0
736,-122.186286,39.429608,0
737,-122.181667,40.276667,0
738,-122.15,65.07,0
739,-122.14,55.98,0
740,-122.138533,49.37745,0
741,-122.136854,38.476327,0
742,-122.133417,37.755629,0
743,-122.131944,41.865,0
744,-122.131107,38.16916,0
745,-122.120085,52.121841,0
746,-122.08,62.63,0
747,-122.08,59.66,0
748,-122.052427,36.973232,0
749,-122.049611,37.558063,0
750,-122.0489,44.2767,0
751,-122.04,66.06,0
752,-122.04,72.95,0
753,-122.03038,42.13195,0
754,-122.00902,41.239201,0
755,-122.008786,49.096772,0
756,-122,68.23,0
757,-121.999633,38.325198,0
758,-121.989526,38.623347,0
759,-121.969167,39.538056,0
760,-121.94,50.69,0
761,-121.93335,36.61074,0
762,-121.93082,40.82112,0
763,-121.93,54.6,0
764,-121.928833,51.08197,0
765,-121.9118403,41.58392565,0
766,-121.9068,42.537,0
767,-121.89785,37.160417,0
768,-121.897221,37.907557,0
769,-121.89314,36.33366,0
770,-121.8912,45.6431,0
771,-121.89,67.7,0
772,-121.88,51.4,0
773,-121.833743,39.733701,0
774,-121.831492,39.147646,0
775,-121.813837,37.53168,0
776,-121.79,49.21,0
777,-121.787812,38.523783,0
778,-121.7806,42.225,0
779,-121.6955,36.1769,0
780,-121.692778,36.572778,0
781,-121.691033,50.834025,0
782,-121.66,69.11,0
783,-121.65,56.39,0
784,-121.6242,44.5596,0
785,-121.62395,40.78109,0
786,-121.620833,39.5975,0
787,-121.585554,38.938754,0
788,-121.58,50.23,0
789,-121.56495,41.946267,0
790,-121.564,44.2983,0
791,-121.5419,45.6272,0
792,-121.54,53.12,0
793,-121.5132,37.5868,0
794,-121.51,66.82,0
795,-121.504722,40.103889,0
796,-121.480056,51.221864,0
797,-121.473611,39.856944,0
798,-121.4699,56.2131,0
799,-121.446928,43.88523,0
800,-121.44,49.38,0
801,-121.43,65.53,0
802,-121.416111,41.103056,0
803,-121.4098,49.56241,0
804,-121.405,42.1989,0
805,-121.4,50.88,0
806,-121.39,58.33,0
807,-121.38,55.96,0
808,-121.374722,40.418889,0
809,-121.3692,44.7309,0
810,-121.364794,38.056627,0
811,-121.362803,44.059066,0
812,-121.36,72.65,0
813,-121.34,50.42,0
814,-121.334498,50.623507,0
815,-121.328611,39.622222,0
816,-121.31448,36.73259,0
817,-121.311737,38.617461,0
818,-121.3076,45.1647,0
819,-121.291297,35.709868,0
820,-121.29,51.65,0
821,-121.28,64.69,0
822,-121.264558,46.939861,0
823,-121.25,51.47,0
824,-121.2452,39.363883,0
825,-121.24,67.96,0
826,-121.24,63.62,0
827,-121.232483,46.643457,0
828,-121.2,61.72,0
829,-121.2,72.15,0
830,-121.1675,41.710278,0
831,-121.156,45.6266,0
832,-121.140581,44.368246,0
833,-121.1283,44.6336,0
834,-121.11624,36.51002,0
835,-121.1092,41.4833,0
836,-121.1028,50.25,0
837,-121.0903658,40.58820816,0
838,-121.09,47.75,0
839,-121.09,73.79,0
840,-121.0888,56.2344,0
841,-121.055615,38.903861,0
842,-121.05,59.47,0
843,-121.0475,35.6705,0
844,-121.03642,50.765003,0
845,-121.021303,55.126949,0
846,-121.0175,43.9248,0
847,-121.007,42.564,0
848,-120.9783,44.1989,0
849,-120.969259,42.372971,0
850,-120.94,52.51,0
851,-120.935227,39.937527,0
852,-120.92,56.45,0
853,-120.903774,41.306448,0
854,-120.899,49.54,0
855,-120.8661,35.3133,0
856,-120.86,63.01,0
857,-120.8497,42.838,0
858,-120.84277,50.613897,0
859,-120.829913,39.018327,0
860,-120.824668,45.516774,0
861,-120.821687,38.61815,0
862,-120.82,64.27,0
863,-120.81533,46.66595,0
864,-120.807652,47.12534,0
865,-120.79,50.11,0
866,-120.777743,49.067363,0
867,-120.760553,44.432767,0
868,-120.75,66.1,0
869,-120.75,57.65,0
870,-120.72,41.076944,0
871,-120.71,68.72,0
872,-120.71,60.43,0
873,-120.7025,40.639444,0
874,-120.694781,35.687452,0
875,-120.688573,41.609792,0
876,-120.687422,46.871393,0
877,-120.674444,40.31,0
878,-120.670983,38.289019,0
879,-120.67,56.14,0
880,-120.642071,36.320619,0
881,-120.6259,42.4525,0
882,-120.59861,34.80811,0
883,-120.59,53.99,0
884,-120.580101,47.469961,0
885,-120.570556,39.470833,0
886,-120.561635,49.914007,0
887,-120.554797,44.815445,0
888,-120.546735,45.301646,0
889,-120.54518,34.559005,0
890,-120.545,42.6939,0
891,-120.527809,38.463373,0
892,-120.52,76.3,0
893,-120.51,50.16,0
894,-120.51,49.46,0
895,-120.507,46.693979,0
896,-120.5,51,0
897,-120.45805,39.801667,0
898,-120.454144,35.493219,0
899,-120.452687,47.652744,0
900,-120.45045,35.1824,0
901,-120.448889,40.006389,0
902,-120.438241,50.791924,0
903,-120.41951,46.48721,0
904,-120.4054,45.5842,0
905,-120.362628,38.764675,0
906,-120.3485,44.3914,0
907,-120.33,50.38,0
908,-120.33,73.06,0
909,-120.329969,46.310582,0
910,-120.313479,46.882418,0
911,-120.3035,34.7475,0
912,-120.25,68.19,0
913,-120.233928,39.433765,0
914,-120.214254,38.514868,0
915,-120.2128,44.9991,0
916,-120.19,49.07,0
917,-120.18,67.39,0
918,-120.173425,41.9743,0
919,-120.17,50.67,0
920,-120.161055,48.48983,0
921,-120.1507,42.3162,0
922,-120.14,55.72,0
923,-120.14,60.73,0
924,-120.13662,49.370997,0
925,-120.133789,38.111795,0
926,-120.1329,34.907,0
927,-120.123086,39.184302,0
928,-120.1,38.6736,0
929,-120.1,65.95,0
930,-120.1,59.32,0
931,-120.061836,50.848505,0
932,-120.048884,41.202275,0
933,-120.0474,44.5681,0
934,-120.0391217,39.94897774,0
935,-120.029517,40.403146,0
936,-120.023333,38.916296,0
937,-120.02,63.78,0
938,-120.02,65.15,0
939,-120.0072,44.7978,0
940,-120.001667,37.828333,0
941,-120,56.15,0
942,-119.998036,39.514906,0
943,-119.981195,47.210583,0
944,-119.9589,45.8131,0
945,-119.936165,47.020415,0
946,-119.920797,42.928202,0
947,-119.91,66.63,0
948,-119.90491,41.850641,0
949,-119.888542,47.921158,0
950,-119.87,61.72,0
951,-119.855379,40.187922,0
952,-119.84021,48.654599,0
953,-119.83,53.57,0
954,-119.83,51.82,0
955,-119.823164,36.753606,0
956,-119.8166,42.5,0
957,-119.77,50.73,0
958,-119.76,64.38,0
959,-119.751329,37.702916,0
960,-119.744,34.601,0
961,-119.74,49.77,0
962,-119.739026,38.894189,0
963,-119.7384,34.4167,0
964,-119.733564,38.623564,0
965,-119.723403,39.402255,0
966,-119.72,49.08,0
967,-119.72,67.58,0
968,-119.707064,39.176387,0
969,-119.7038,44.5421,0
970,-119.697503,45.847647,0
971,-119.697,33.992,0
972,-119.683123,39.624646,0
973,-119.68,62.4,0
974,-119.68,57.23,0
975,-119.6714,43.5359,0
976,-119.670487,46.706056,0
977,-119.661157,37.537027,0
978,-119.647771,38.334492,0
979,-119.63,59.07,0
980,-119.6275,44.1843,0
981,-119.594017,50.460625,0
982,-119.574799,49.235454,0
983,-119.542555,37.300187,0
984,-119.525921,55.290047,0
985,-119.507065,49.473174,0
986,-119.492939,37.844301,0
987,-119.47006,38.517384,0
